mfg,group,sub-group,product_line,product_number,description,url
Halyard Health,Medical Exam Gloves,Vinyl,Synthetic Vinyl Exam Glove,50031,"Size:Small, Color:White, UNSPSC Classification:42132203, Name:Synthetic Vinyl Exam Glove, Sterile Options Available:No, Cleared for Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:None, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM D5151 Test Standards:Meets or Exceeds, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Material:Vinyl, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Cuffed and Walleted:No, Cuff:Beaded Cuff, Glove Length:9.5 in., Gauge Thickness Middle Fingertip:.15mm 5.9 mil, Gauge Thickness Palm :.12mm 4.7 mil, Ultimate Elongation:Before Aging:  400%; After Aging:  400%, Tensile Strength:Before Aging:  14 MPa; After Aging:  14 MPa, Texture Status:Smooth Finish, Fit Type:Ambidextrous, Boxes Per Case:10",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/vinyl/synthetic-vinyl-exam-glove.html
Halyard Health,Medical Exam Gloves,Vinyl,Synthetic Vinyl Exam Glove,50032,"Size:Medium, Color:White, UNSPSC Classification:42132203, Name:Synthetic Vinyl Exam Glove, Sterile Options Available:No, Cleared for Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:None, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM D5151 Test Standards:Meets or Exceeds, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Material:Vinyl, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Cuffed and Walleted:No, Cuff:Beaded Cuff, Glove Length:9.5 in., Gauge Thickness Middle Fingertip:.15mm 5.9 mil, Gauge Thickness Palm :.12mm 4.7 mil, Ultimate Elongation:Before Aging:  400%; After Aging:  400%, Tensile Strength:Before Aging:  14 MPa; After Aging:  14 MPa, Texture Status:Smooth Finish, Fit Type:Ambidextrous, Boxes Per Case:10",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/vinyl/synthetic-vinyl-exam-glove.html
Halyard Health,Medical Exam Gloves,Vinyl,Synthetic Vinyl Exam Glove,50033,"Size:Large, Color:White, UNSPSC Classification:42132203, Name:Synthetic Vinyl Exam Glove, Sterile Options Available:No, Cleared for Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:None, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM D5151 Test Standards:Meets or Exceeds, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Material:Vinyl, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Cuffed and Walleted:No, Cuff:Beaded Cuff, Glove Length:9.5 in., Gauge Thickness Middle Fingertip:.15mm 5.9 mil, Gauge Thickness Palm :.12mm 4.7 mil, Ultimate Elongation:Before Aging:  400%; After Aging:  400%, Tensile Strength:Before Aging:  14 MPa; After Aging:  14 MPa, Texture Status:Smooth Finish, Fit Type:Ambidextrous, Boxes Per Case:10",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/vinyl/synthetic-vinyl-exam-glove.html
Halyard Health,Medical Exam Gloves,Vinyl,Synthetic Vinyl Exam Glove,50034,"Size:X-Large, Color:White, UNSPSC Classification:42132203, Name:Synthetic Vinyl Exam Glove, Sterile Options Available:No, Cleared for Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:None, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM D5151 Test Standards:Meets or Exceeds, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Material:Vinyl, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Cuffed and Walleted:No, Cuff:Beaded Cuff, Glove Length:9.5 in., Gauge Thickness Middle Fingertip:.15mm 5.9 mil, Gauge Thickness Palm :.12mm 4.7 mil, Ultimate Elongation:Before Aging:  400%; After Aging:  400%, Tensile Strength:Before Aging:  14 MPa; After Aging:  14 MPa, Texture Status:Smooth Finish, Fit Type:Ambidextrous, Boxes Per Case:10",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/vinyl/synthetic-vinyl-exam-glove.html
Halyard Health,Medical Exam Gloves,Chloroprene,FLEXAPRENE* GREEN Exam Gloves,44792,"Size:X-Small, Color:Green, Dispenser:SMARTPULL*, Cuff:Beaded Cuff, Fit Type:Ambidextrous, Glove Length:9.5 in., Cuffed and Walleted:No, Brand:FLEXAPRENE* GREEN, Name:FLEXAPRENE* GREEN Exam Gloves, Sterile Options Available:No, Cleared For Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:Low to Moderate, Expected Exposure to Fluids or Chemicals:Low to Moderate, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM Test Standards for Viral Penetration by Blood-Borne Pathogens (ASTM F1671):Passes, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Material:Chloroprene, Gauge Thickness Palm :.07mm 2.8 mil, Gauge Thickness Cuff:.06mm 2.4 ml, Ultimate Elongation:Before Aging:  550% After Aging:  450%, Tensile Strength:Before aging:  16 MPa After Aging: 17 MPa, Specialty Use:Dental, Texture Status:Textured Fingertips, Weight:Light-Weight",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/chloroprene/flexaprene-green.html
Halyard Health,Medical Exam Gloves,Chloroprene,FLEXAPRENE* GREEN Exam Gloves,44793,"Size:Small, Color:Green, Dispenser:SMARTPULL*, Cuff:Beaded Cuff, Fit Type:Ambidextrous, Glove Length:9.5 in., Cuffed and Walleted:No, Brand:FLEXAPRENE* GREEN, Name:FLEXAPRENE* GREEN Exam Gloves, Sterile Options Available:No, Cleared For Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:Low to Moderate, Expected Exposure to Fluids or Chemicals:Low to Moderate, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM Test Standards for Viral Penetration by Blood-Borne Pathogens (ASTM F1671):Passes, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Material:Chloroprene, Gauge Thickness Palm :.07mm 2.8 mil, Gauge Thickness Cuff:.06mm 2.4 ml, Ultimate Elongation:Before Aging:  550% After Aging:  450%, Tensile Strength:Before aging:  16 MPa After Aging: 17 MPa, Specialty Use:Dental, Texture Status:Textured Fingertips, Weight:Light-Weight",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/chloroprene/flexaprene-green.html
Halyard Health,Medical Exam Gloves,Chloroprene,FLEXAPRENE* GREEN Exam Gloves,44794,"Size:Medium, Color:Green, Dispenser:SMARTPULL*, Cuff:Beaded Cuff, Fit Type:Ambidextrous, Glove Length:9.5 in., Cuffed and Walleted:No, Brand:FLEXAPRENE* GREEN, Name:FLEXAPRENE* GREEN Exam Gloves, Sterile Options Available:No, Cleared For Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:Low to Moderate, Expected Exposure to Fluids or Chemicals:Low to Moderate, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM Test Standards for Viral Penetration by Blood-Borne Pathogens (ASTM F1671):Passes, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Material:Chloroprene, Gauge Thickness Palm :.07mm 2.8 mil, Gauge Thickness Cuff:.06mm 2.4 ml, Ultimate Elongation:Before Aging:  550% After Aging:  450%, Tensile Strength:Before aging:  16 MPa After Aging: 17 MPa, Specialty Use:Dental, Texture Status:Textured Fingertips, Weight:Light-Weight",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/chloroprene/flexaprene-green.html
Halyard Health,Medical Exam Gloves,Chloroprene,FLEXAPRENE* GREEN Exam Gloves,44795,"Size:Large, Color:Green, Dispenser:SMARTPULL*, Cuff:Beaded Cuff, Fit Type:Ambidextrous, Glove Length:9.5 in., Cuffed and Walleted:No, Brand:FLEXAPRENE* GREEN, Name:FLEXAPRENE* GREEN Exam Gloves, Sterile Options Available:No, Cleared For Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:Low to Moderate, Expected Exposure to Fluids or Chemicals:Low to Moderate, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM Test Standards for Viral Penetration by Blood-Borne Pathogens (ASTM F1671):Passes, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Material:Chloroprene, Gauge Thickness Palm :.07mm 2.8 mil, Gauge Thickness Cuff:.06mm 2.4 ml, Ultimate Elongation:Before Aging:  550% After Aging:  450%, Tensile Strength:Before aging:  16 MPa After Aging: 17 MPa, Specialty Use:Dental, Texture Status:Textured Fingertips, Weight:Light-Weight",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/chloroprene/flexaprene-green.html
Halyard Health,Medical Exam Gloves,Chloroprene,FLEXAPRENE* GREEN Exam Gloves,44796,"Size:X-Large, Color:Green, Dispenser:SMARTPULL*, Cuff:Beaded Cuff, Fit Type:Ambidextrous, Glove Length:9.5 in., Cuffed and Walleted:No, Brand:FLEXAPRENE* GREEN, Name:FLEXAPRENE* GREEN Exam Gloves, Sterile Options Available:No, Cleared For Use with Chemotherapy Drugs:No, Expected Exposure to Fluids or Chemicals:Low to Moderate, Expected Exposure to Fluids or Chemicals:Low to Moderate, Acceptable Quality Level (AQL) :Meets or Exceeds, ASTM Test Standards for Viral Penetration by Blood-Borne Pathogens (ASTM F1671):Passes, Biocompatibility-ISO Standard for Primary Skin Irritation & Sensitivity :Meets or Exceeds, Powder Free:Yes, Natural Rubber Latex-Free:Yes, Material:Chloroprene, Gauge Thickness Palm :.07mm 2.8 mil, Gauge Thickness Cuff:.06mm 2.4 ml, Ultimate Elongation:Before Aging:  550% After Aging:  450%, Tensile Strength:Before aging:  16 MPa After Aging: 17 MPa, Specialty Use:Dental, Texture Status:Textured Fingertips, Weight:Light-Weight",https://products.halyardhealth.com/infection-prevention/medical-exam-gloves/chloroprene/flexaprene-green.html
Halyard Health,Patient Care,Cold Therapy,Instant Cold Packs,59681,"Size:Small, Length (in.):4, Width (in.):10, UNSPSC Classification:42142111, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:Instant Cold Packs, Use Frequency :Single Use, Closure:None, Area of Use:General, Strap Quantity:N/A, Duration (Minutes):20, Packaging:Thermal case, Units per Case:24",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/instant-cold-packs.html
Halyard Health,Patient Care,Cold Therapy,Instant Cold Packs,59688,"Size:Large, Length (in.):6.25, Width (in.):8.5, UNSPSC Classification:42142111, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:Instant Cold Packs, Use Frequency :Single Use, Closure:None, Area of Use:General, Strap Quantity:N/A, Duration (Minutes):20, Packaging:Thermal case, Units per Case:24",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/instant-cold-packs.html
Halyard Health,Patient Care,Cold Therapy,Bilateral Facial Ice Pack,33101,", UNSPSC Classification:42142101, Sterile:No, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, UK SKU:P3310107, Name:Bilateral Facial Ice Pack, Use Frequency :Single Use, Length (in.):5, Width (in.):12, Closure:Hook and Loop, Area of Use:Facial, Strap Quantity:1, Packaging:Carton, Units per Case:24",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/bilateral-facial-ice-pack.html
Halyard Health,Patient Care,Cold Therapy,STAY-DRY* Ice Packs,33495,"Size:Small, Length (in.):5, UK SKU:P3349507, Width (in.):12, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:STAY-DRY* Ice Packs, Brand:STAY-DRY*, Use Frequency :Single Use, Closure:Ties, Area of Use:General, Tie Quantity:4, Duration (Hours):2.5, Packaging:Carton, Units per Case:50",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/stay-dry-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,STAY-DRY* Ice Packs,33500,"Size:Large, Length (in.):6.5, UK SKU:P3350001, Width (in.):14, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:STAY-DRY* Ice Packs, Brand:STAY-DRY*, Use Frequency :Single Use, Closure:Ties, Area of Use:General, Tie Quantity:4, Duration (Hours):2.5, Packaging:Carton, Units per Case:50",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/stay-dry-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,Standard Ice Packs,33510,", UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:Standard Ice Packs, Use Frequency :Single Use, Size:Large, Length (in.):6.5, Width (in.):13, Closure:None, Area of Use:General, Packaging:Poly Bag, Units per Case:80",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/standard-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,SOFT 'N COLD* Ice Packs,33625,"Size:Small, Length (in.):4.5, Width (in.):10.5, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:SOFT 'N COLD* Ice Packs, Brand:SOFT ’N COLD*, Use Frequency :Single Use, Closure:Ties, Area of Use:General, Tie Quantity:4, Duration (Hours):Extended Use, Packaging:Carton, Units per Case:40",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/soft-n-cold-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,SOFT 'N COLD* Ice Packs,33630,"Size:Large, Length (in.):6.25, Width (in.):9.5, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:SOFT 'N COLD* Ice Packs, Brand:SOFT ’N COLD*, Use Frequency :Single Use, Closure:Ties, Area of Use:General, Tie Quantity:4, Duration (Hours):Extended Use, Packaging:Carton, Units per Case:40",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/soft-n-cold-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,SECURE-ALL* Ice Packs,33595,"Size:Small, Length (in.):5.5, UK SKU:P3359507, Width (in.):12, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:SECURE-ALL* Ice Packs, Brand:SECURE-ALL*, Use Frequency :Single Use, Closure:Stretchable hook & loop straps, Area of Use:General, Strap Quantity:2, Packaging:Carton, Units per Case:30",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/secure-all-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,SECURE-ALL* Ice Packs,33600,"Size:Large, Length (in.):6, UK SKU:P3360007, Width (in.):14, UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:SECURE-ALL* Ice Packs, Brand:SECURE-ALL*, Use Frequency :Single Use, Closure:Stretchable hook & loop straps, Area of Use:General, Strap Quantity:2, Packaging:Carton, Units per Case:30",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/secure-all-ice-packs.html
Halyard Health,Patient Care,Cold Therapy,Perineal Ice Pack,33201,", UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, UK SKU:P3320107, Name:Perineal Ice Pack, Use Frequency :Single Use, Length (in.):4, Width (in.):12, Closure:Flexible, Area of Use:Lower Back; Abdomen and Chest; Knee, Elbows & Ankles, Strap Quantity:N/A, Packaging:Carton, Units per Case:100",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/perineal-ice-pack.html
Halyard Health,Patient Care,Cold Therapy,JUMBO-PLUS* Replacement Bladder,33725,", UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, UK SKU:P3372507, Name:JUMBO-PLUS* Replacement Bladder, Brand:JUMBO-PLUS*, Use Frequency :Single Use, Length (in.):8.5, Width (in.):11, Packaging:Carton, Units per Case:24",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/jumbo-plus-replacement-bladder.html
Halyard Health,Patient Care,Cold Therapy,"JUMBO-PLUS* Ice Pack, Dual Chamber",33724,", UNSPSC Classification:42142101, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, UK SKU:P3372407, Name:JUMBO-PLUS* Ice Pack, Dual Chamber, Brand:JUMBO-PLUS*, Use Frequency :Single Use, Size:Dual Chamber, Length (in.):11, Width (in.):21, Closure:Hook and Loop, Area of Use:Lower Back; Abdomen and Chest; Knee, Elbows & Ankles, Strap Quantity:2, Packaging:Poly Bag, Units per Case:10",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/jumbo-plus-ice-pack-dual-chamber.html
Halyard Health,Patient Care,Cold Therapy,Eyecare EENT Ice Pack,33150,", UNSPSC Classification:42142101, Sterile:No, Natural Rubber Latex-Free:Yes, Sterilization Method:N/A, Name:Eyecare EENT Ice Pack, Use Frequency :Single Use, Length (in.):4.5, Width (in.):10, Closure:Hook and Loop, Area of Use:Plastic Surgery; Ophthalmic and Sinus Procedures, Strap Quantity:1, Packaging:Carton, Units per Case:30",https://products.halyardhealth.com/infection-prevention/patient-care/cold-therapy/eyecare-eent-ice-pack.html
Halyard Health,Patient Care,IV Therapy,Antecubital IV Support,29920,", UNSPSC Classification:42143609, Sterile:No, Natural Rubber Latex-Free:Yes, UK SKU:P2992007, Name:Antecubital IV Support, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):12.5, Width (in.):4.5, Closure:Hook and Loop, Strap Size (in.):19, Packaging:Pouch, Units per Case:10",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/antecubital-iv-support.html
Halyard Health,Patient Care,IV Therapy,"HAND-AID* Arterial Replacement Straps, Pad & Starter Block",29985,", UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, UK SKU:P2998517, Name:HAND-AID* Arterial Replacement Straps, Pad & Starter Block, Brand:HAND-AID*, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):13, Width (in.):7.5, Starter Block:Yes, Straps:Yes, Pad:Yes, Packaging:Carton, Units per Case:50",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/hand-aid-arterial-replacement.html
Halyard Health,Patient Care,IV Therapy,HAND-AID* Arterial Wrist Support,29980,"Size:Adult, Length (in.):9, UK SKU:P2998007, Width (in.):3.5, Strap Size (in.):14.5, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:HAND-AID* Arterial Wrist Support, Brand:HAND-AID*, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Packaging:Poly Bag, Units per Case:10",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/hand-aid-arterial-wrist-support.html
Halyard Health,Patient Care,IV Therapy,HAND-AID* Arterial Wrist Support,29990,"Size:Pediatric, Length (in.):6.5, Width (in.):2.75, Strap Size (in.):9, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:HAND-AID* Arterial Wrist Support, Brand:HAND-AID*, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Packaging:Poly Bag, Units per Case:10",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/hand-aid-arterial-wrist-support.html
Halyard Health,Patient Care,IV Therapy,HAND-AID* IV Wrist Support,29900,"Packaging:Pouch, Size:Adult, UK SKU:P2990007, Length (in.):9, Width (in.):3.5, Strap Size (in.):14.5, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:HAND-AID* IV Wrist Support, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Units per Case:20",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/hand-aid-iv-wrist-support.html
Halyard Health,Patient Care,IV Therapy,HAND-AID* IV Wrist Support,29970,"Packaging:Poly Bag, Size:Pediatric, UK SKU:P2997007, Length (in.):6.5, Width (in.):2.75, Strap Size (in.):9, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:HAND-AID* IV Wrist Support, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Units per Case:20",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/hand-aid-iv-wrist-support.html
Halyard Health,Patient Care,IV Therapy,IV Support,29965,"Size:Neonatal, Length (in.):3.5, UK SKU:P2996507, Width (in.):1.5, Strap Size (in.):5, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:IV Support, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Packaging:Carton, Units per Case:30",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/iv-support.html
Halyard Health,Patient Care,IV Therapy,IV Support,29967,"Size:Infant/Child, Length (in.):6.25, UK SKU:P2996707, Width (in.):2, Strap Size (in.):9, UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:IV Support, Sterilization Method:N/A, Use Frequency:Single Use, Closure:Hook and Loop, Base:Plastic, Packaging:Carton, Units per Case:30",https://products.halyardhealth.com/infection-prevention/patient-care/iv-therapy/iv-support.html
Halyard Health,Patient Care,Infant Care,Baby Beanie,10594,", UNSPSC Classification:42131512, Natural Rubber Latex-Free:Yes, UK SKU:P1059400, Name:Baby Beanie, Sterilization Method:N/A, Use Frequency:Single Use, Size:Universal, Gender:Unisex, Packaging:Poly Bag, Units per Case:200",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/baby-beanie.html
Halyard Health,Patient Care,Infant Care,Fetal Monitor Security Strap,37250,", Natural Rubber Latex-Free:No, Name:Fetal Monitor Security Strap, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):38.5, Width (in.):1.5, Closure:Velcro® Brand hook and loop, Gender:Unisex, Packaging:Carton, Units per Case:50",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/fetal-monitor-security-strap.html
Halyard Health,Patient Care,Infant Care,"Fetal Monitor Security Strap, Buttonhole Closure",37221,", UNSPSC Classification:42143609, Natural Rubber Latex-Free:No, Name:Fetal Monitor Security Strap, Buttonhole Closure, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):47.5, Width (in.):2.25, Closure:Buttonhole, 0.5 In. apart, Gender:Unisex, Packaging:Poly Bag, Units per Case:50",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/fetal-monitor-security-strap-buttonhole-closure.html
Halyard Health,Patient Care,Infant Care,Infant Shirt,10595,", UNSPSC Classification:42131512, Natural Rubber Latex-Free:Yes, Name:Infant Shirt, Sterilization Method:N/A, Use Frequency:Single Use, Size:Universal, Closure:Hook and Loop, Gender:Unisex, Packaging:Poly Bag, Units per Case:200",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/infant-shirt.html
Halyard Health,Patient Care,Infant Care,Receiving Blanket,62110,", UNSPSC Classification:42131512, Natural Rubber Latex-Free:Yes, Name:Receiving Blanket, Sterilization Method:N/A, Use Frequency:Single Use, Size:Infant, Length (in.):11.5 / 1.5, Width (in.):1.5, Closure:Hook and Loop, Gender:Unisex, Packaging:Poly Bag, Units per Case:100",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/receiving-blanket.html
Halyard Health,Patient Care,Infant Care,Soft Circumcision Strap,37500,", UNSPSC Classification:42143609, Natural Rubber Latex-Free:Yes, Name:Soft Circumcision Strap, Sterilization Method:N/A, Use Frequency:Single Use, Size:Infant, Length (in.):11.5 / 1.5, Width (in.):1.5, Closure:Hook and Loop, Gender:Unisex, Packaging:Pouch, Units per Case:40",https://products.halyardhealth.com/infection-prevention/patient-care/infant-care/soft-circumcision-strap.html
Halyard Health,Patient Care,Patient Linens,Exam Sheet,67793,", UNSPSC Classification:42132105, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Exam Sheet, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):30, Width (in.):72, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/exam-sheet.html
Halyard Health,Patient Care,Patient Linens,Flat Top Sheet,67963,", UNSPSC Classification:42132105, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Flat Top Sheet, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):60, Width (in.):96, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/flat-top-sheet.html
Halyard Health,Patient Care,Patient Linens,Half Sheet,67773,", UNSPSC Classification:42132105, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Half Sheet, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):40, Width (in.):72, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/half-sheet.html
Halyard Health,Patient Care,Patient Linens,Pillowcase,67803,", UNSPSC Classification:42192102, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Pillowcase, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):20, Width (in.):29, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/pillowcase.html
Halyard Health,Patient Care,Patient Linens,Stretcher Sheet,67103,"Width (in.):96, UNSPSC Classification:42132105, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Stretcher Sheet, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):40, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/stretcher-sheet.html
Halyard Health,Patient Care,Patient Linens,Stretcher Sheet,67783,"Width (in.):84, UNSPSC Classification:42132105, Natural Rubber Latex-Free:Yes, Color:Blue, Name:Stretcher Sheet, Sterilization Method:N/A, Use Frequency:Single Use, Length (in.):40, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/patient-linens/stretcher-sheet.html
Halyard Health,Patient Care,Telemetry Unit Pouches,Telemetry Unit Pouch,71825,", UNSPSC Classification:42181719, Natural Rubber Latex-Free:Yes, Name:Telemetry Unit Pouch, Sterilization Method:N/A, Use Frequency:Single Use, Size:Universal, Closure:Ties, Packaging:Pouch",https://products.halyardhealth.com/infection-prevention/patient-care/telemetry-unit-pouches/telemetry-unit-pouch-standard.html
Halyard Health,Patient Care,Telemetry Unit Pouches,CLEARVIEW* Telemetry Unit Pouch,71900,", UNSPSC Classification:42181719, Natural Rubber Latex-Free:Yes, Name:CLEARVIEW* Telemetry Unit Pouch, Sterilization Method:N/A, Use Frequency:Single Use, Size:Fits Any Transmitter, Closure:Ties, Front Panel:Clear, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/telemetry-unit-pouches/telemetry-unit-pouch-with-ties-clearview.html
Halyard Health,Patient Care,Telemetry Unit Pouches,"Telemetry Unit Pouch, Hook and Loop",71800,", UNSPSC Classification:42181719, Natural Rubber Latex-Free:Yes, UK SKU:P7180007, Name:Telemetry Unit Pouch, Hook and Loop, Sterilization Method:N/A, Use Frequency:Single Use, Size:Universal, Closure:Hook and Loop, Packaging:Poly Bag",https://products.halyardhealth.com/infection-prevention/patient-care/telemetry-unit-pouches/telemetry-unit-pouch-with-hook-loop-closure.html
